SampleID,MachineID,BatchNumber,DateTime,Origin,RoastProfile,BatchesSinceMaint,MaintenanceCycle,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,TotalScore,Grade
ROASTER_03_B0065_S1,ROASTER_03,65,2024-01-13 09:00:00,Colombia,Espresso,5,2,7.71,7.47,7.65,7.26,7.77,7.36,45.22,Premium
ROASTER_03_B0065_S2,ROASTER_03,65,2024-01-13 09:00:00,Colombia,Espresso,5,2,7.91,7.54,6.95,7.29,7.93,7.4,45.02,Premium
ROASTER_03_B0065_S3,ROASTER_03,65,2024-01-13 09:00:00,Colombia,Espresso,5,2,8.36,7.58,6.73,7.2,8.0,7.25,45.12,Premium
ROASTER_03_B0065_S4,ROASTER_03,65,2024-01-13 09:00:00,Colombia,Espresso,5,2,8.48,7.23,6.89,6.95,7.1,7.19,43.84,Premium
ROASTER_03_B0065_S5,ROASTER_03,65,2024-01-13 09:00:00,Colombia,Espresso,5,2,7.52,7.58,6.65,6.98,7.63,7.97,44.33,Premium
ROASTER_03_B0066_S1,ROASTER_03,66,2024-01-13 12:00:00,Brazil,Medium,6,2,8.34,7.55,6.83,6.99,6.63,7.46,43.8,Premium
ROASTER_03_B0066_S2,ROASTER_03,66,2024-01-13 12:00:00,Brazil,Medium,6,2,7.62,7.53,6.54,7.35,7.15,7.13,43.32,Premium
ROASTER_03_B0066_S3,ROASTER_03,66,2024-01-13 12:00:00,Brazil,Medium,6,2,8.31,6.72,6.84,6.72,7.64,6.82,43.05,Premium
ROASTER_03_B0066_S4,ROASTER_03,66,2024-01-13 12:00:00,Brazil,Medium,6,2,8.01,7.53,6.2,7.67,7.52,7.65,44.58,Premium
ROASTER_03_B0066_S5,ROASTER_03,66,2024-01-13 12:00:00,Brazil,Medium,6,2,7.51,6.9,7.0,7.15,7.17,6.97,42.7,Premium
ROASTER_03_B0067_S1,ROASTER_03,67,2024-01-13 15:00:00,Guatemala,Dark,7,2,8.21,7.35,7.34,6.89,7.3,7.42,44.51,Premium
ROASTER_03_B0067_S2,ROASTER_03,67,2024-01-13 15:00:00,Guatemala,Dark,7,2,7.76,6.65,6.93,7.08,7.99,7.04,43.45,Premium
ROASTER_03_B0067_S3,ROASTER_03,67,2024-01-13 15:00:00,Guatemala,Dark,7,2,7.15,7.76,7.02,7.19,6.97,6.38,42.47,Premium
ROASTER_03_B0067_S4,ROASTER_03,67,2024-01-13 15:00:00,Guatemala,Dark,7,2,7.41,7.07,6.89,7.58,7.24,6.99,43.18,Premium
ROASTER_03_B0067_S5,ROASTER_03,67,2024-01-13 15:00:00,Guatemala,Dark,7,2,8.22,7.53,6.95,6.47,7.76,6.71,43.64,Premium
ROASTER_03_B0068_S1,ROASTER_03,68,2024-01-13 18:00:00,Colombia,Light,8,2,8.07,7.16,7.09,7.79,6.72,6.92,43.75,Premium
ROASTER_03_B0068_S2,ROASTER_03,68,2024-01-13 18:00:00,Colombia,Light,8,2,7.99,6.94,7.23,7.66,7.1,7.0,43.92,Premium
ROASTER_03_B0068_S3,ROASTER_03,68,2024-01-13 18:00:00,Colombia,Light,8,2,7.86,7.2,7.15,7.35,7.24,7.31,44.11,Premium
ROASTER_03_B0068_S4,ROASTER_03,68,2024-01-13 18:00:00,Colombia,Light,8,2,8.29,7.16,7.67,8.0,7.45,7.34,45.91,Premium
ROASTER_03_B0068_S5,ROASTER_03,68,2024-01-13 18:00:00,Colombia,Light,8,2,8.36,6.8,7.12,7.64,6.84,7.01,43.77,Premium
ROASTER_03_B0069_S1,ROASTER_03,69,2024-01-13 22:00:00,Kenya,Light,9,2,8.13,7.32,8.08,7.88,7.35,7.61,46.37,Premium
ROASTER_03_B0069_S2,ROASTER_03,69,2024-01-13 22:00:00,Kenya,Light,9,2,7.89,6.78,6.86,7.7,7.73,7.41,44.37,Premium
ROASTER_03_B0069_S3,ROASTER_03,69,2024-01-13 22:00:00,Kenya,Light,9,2,8.47,6.88,6.86,7.72,7.63,7.17,44.73,Premium
ROASTER_03_B0069_S4,ROASTER_03,69,2024-01-13 22:00:00,Kenya,Light,9,2,8.46,6.93,7.31,6.64,6.58,7.46,43.38,Premium
ROASTER_03_B0069_S5,ROASTER_03,69,2024-01-13 22:00:00,Kenya,Light,9,2,8.7,7.7,6.83,7.79,7.28,7.27,45.57,Premium
ROASTER_03_B0070_S1,ROASTER_03,70,2024-01-14 01:00:00,Kenya,Espresso,10,2,7.42,7.29,7.8,7.3,7.73,7.35,44.89,Premium
ROASTER_03_B0070_S2,ROASTER_03,70,2024-01-14 01:00:00,Kenya,Espresso,10,2,7.76,7.06,6.88,7.58,7.95,7.2,44.43,Premium
ROASTER_03_B0070_S3,ROASTER_03,70,2024-01-14 01:00:00,Kenya,Espresso,10,2,7.59,7.3,7.19,6.89,7.96,7.89,44.82,Premium
ROASTER_03_B0070_S4,ROASTER_03,70,2024-01-14 01:00:00,Kenya,Espresso,10,2,8.0,6.6,7.56,7.14,7.35,6.94,43.59,Premium
ROASTER_03_B0070_S5,ROASTER_03,70,2024-01-14 01:00:00,Kenya,Espresso,10,2,8.38,7.43,6.94,7.39,8.02,6.7,44.86,Premium
ROASTER_03_B0071_S1,ROASTER_03,71,2024-01-14 03:00:00,Ethiopia,Medium,11,2,7.9,6.88,7.3,6.85,7.25,7.34,43.52,Premium
ROASTER_03_B0071_S2,ROASTER_03,71,2024-01-14 03:00:00,Ethiopia,Medium,11,2,8.33,7.71,7.4,7.25,7.03,8.11,45.83,Premium
ROASTER_03_B0071_S3,ROASTER_03,71,2024-01-14 03:00:00,Ethiopia,Medium,11,2,7.93,7.8,7.15,7.35,7.26,7.86,45.35,Premium
ROASTER_03_B0071_S4,ROASTER_03,71,2024-01-14 03:00:00,Ethiopia,Medium,11,2,8.15,7.5,7.14,7.39,7.21,7.29,44.68,Premium
ROASTER_03_B0071_S5,ROASTER_03,71,2024-01-14 03:00:00,Ethiopia,Medium,11,2,7.89,7.76,7.31,7.0,6.74,7.68,44.38,Premium
ROASTER_03_B0072_S1,ROASTER_03,72,2024-01-14 06:00:00,Guatemala,Espresso,12,2,8.19,6.95,6.71,6.44,7.31,6.57,42.17,Premium
ROASTER_03_B0072_S2,ROASTER_03,72,2024-01-14 06:00:00,Guatemala,Espresso,12,2,8.58,6.5,7.17,7.08,7.37,7.53,44.23,Premium
ROASTER_03_B0072_S3,ROASTER_03,72,2024-01-14 06:00:00,Guatemala,Espresso,12,2,8.01,6.59,6.36,6.67,7.66,6.96,42.25,Premium
ROASTER_03_B0072_S4,ROASTER_03,72,2024-01-14 06:00:00,Guatemala,Espresso,12,2,7.75,6.93,6.66,6.9,7.24,6.65,42.13,Premium
ROASTER_03_B0072_S5,ROASTER_03,72,2024-01-14 06:00:00,Guatemala,Espresso,12,2,7.39,7.23,6.24,7.37,7.02,7.22,42.47,Premium
ROASTER_03_B0073_S1,ROASTER_03,73,2024-01-14 08:00:00,Ethiopia,Dark,13,2,7.67,7.33,7.14,6.92,7.76,7.8,44.62,Premium
ROASTER_03_B0073_S2,ROASTER_03,73,2024-01-14 08:00:00,Ethiopia,Dark,13,2,7.89,7.34,7.69,6.83,8.06,7.45,45.26,Premium
ROASTER_03_B0073_S3,ROASTER_03,73,2024-01-14 08:00:00,Ethiopia,Dark,13,2,8.06,7.11,8.11,6.39,7.67,7.36,44.7,Premium
ROASTER_03_B0073_S4,ROASTER_03,73,2024-01-14 08:00:00,Ethiopia,Dark,13,2,7.58,7.36,6.33,6.72,7.73,7.87,43.59,Premium
ROASTER_03_B0073_S5,ROASTER_03,73,2024-01-14 08:00:00,Ethiopia,Dark,13,2,7.54,7.44,6.7,6.93,8.2,7.93,44.74,Premium
ROASTER_03_B0074_S1,ROASTER_03,74,2024-01-14 11:00:00,Ethiopia,Espresso,14,2,8.79,7.21,6.79,7.3,7.86,7.33,45.28,Premium
ROASTER_03_B0074_S2,ROASTER_03,74,2024-01-14 11:00:00,Ethiopia,Espresso,14,2,8.63,7.49,6.83,7.76,7.59,7.22,45.52,Premium
ROASTER_03_B0074_S3,ROASTER_03,74,2024-01-14 11:00:00,Ethiopia,Espresso,14,2,8.17,6.58,7.17,6.92,8.12,7.04,44.0,Premium
ROASTER_03_B0074_S4,ROASTER_03,74,2024-01-14 11:00:00,Ethiopia,Espresso,14,2,8.18,7.56,7.59,7.06,8.09,7.42,45.9,Premium
ROASTER_03_B0074_S5,ROASTER_03,74,2024-01-14 11:00:00,Ethiopia,Espresso,14,2,8.26,7.68,7.4,7.74,8.31,7.1,46.49,Premium
ROASTER_03_B0075_S1,ROASTER_03,75,2024-01-14 14:00:00,Colombia,Light,15,2,7.83,7.07,6.84,8.1,7.68,7.42,44.94,Premium
ROASTER_03_B0075_S2,ROASTER_03,75,2024-01-14 14:00:00,Colombia,Light,15,2,8.09,7.1,6.87,6.48,7.2,7.07,42.81,Premium
ROASTER_03_B0075_S3,ROASTER_03,75,2024-01-14 14:00:00,Colombia,Light,15,2,8.47,7.13,6.52,7.24,7.23,7.7,44.29,Premium
ROASTER_03_B0075_S4,ROASTER_03,75,2024-01-14 14:00:00,Colombia,Light,15,2,7.88,7.76,7.01,7.78,6.71,6.36,43.5,Premium
ROASTER_03_B0075_S5,ROASTER_03,75,2024-01-14 14:00:00,Colombia,Light,15,2,8.27,6.71,6.49,7.91,6.9,6.93,43.21,Premium
ROASTER_03_B0076_S1,ROASTER_03,76,2024-01-14 18:00:00,Guatemala,Espresso,16,2,8.08,7.48,6.54,6.75,7.42,6.46,42.73,Premium
ROASTER_03_B0076_S2,ROASTER_03,76,2024-01-14 18:00:00,Guatemala,Espresso,16,2,8.32,7.02,6.66,6.42,7.63,7.73,43.78,Premium
ROASTER_03_B0076_S3,ROASTER_03,76,2024-01-14 18:00:00,Guatemala,Espresso,16,2,8.21,7.5,6.87,7.06,8.02,6.89,44.55,Premium
ROASTER_03_B0076_S4,ROASTER_03,76,2024-01-14 18:00:00,Guatemala,Espresso,16,2,8.42,7.15,7.44,6.56,7.84,6.91,44.32,Premium
ROASTER_03_B0076_S5,ROASTER_03,76,2024-01-14 18:00:00,Guatemala,Espresso,16,2,7.72,7.1,6.47,7.34,8.05,7.79,44.47,Premium
ROASTER_03_B0077_S1,ROASTER_03,77,2024-01-14 22:00:00,Guatemala,Light,17,2,7.57,7.06,6.78,7.27,6.86,7.39,42.93,Premium
ROASTER_03_B0077_S2,ROASTER_03,77,2024-01-14 22:00:00,Guatemala,Light,17,2,7.57,6.98,6.43,7.29,6.73,7.56,42.56,Premium
ROASTER_03_B0077_S3,ROASTER_03,77,2024-01-14 22:00:00,Guatemala,Light,17,2,8.77,6.64,7.2,7.38,6.49,7.57,44.05,Premium
ROASTER_03_B0077_S4,ROASTER_03,77,2024-01-14 22:00:00,Guatemala,Light,17,2,8.68,6.23,6.94,7.38,7.11,7.16,43.5,Premium
ROASTER_03_B0077_S5,ROASTER_03,77,2024-01-14 22:00:00,Guatemala,Light,17,2,7.78,7.31,7.45,7.54,6.97,7.58,44.63,Premium
ROASTER_03_B0078_S1,ROASTER_03,78,2024-01-15 00:00:00,Colombia,Medium,18,2,8.26,7.22,6.82,7.58,7.19,8.36,45.43,Premium
ROASTER_03_B0078_S2,ROASTER_03,78,2024-01-15 00:00:00,Colombia,Medium,18,2,8.12,7.65,7.02,6.74,6.88,7.47,43.88,Premium
ROASTER_03_B0078_S3,ROASTER_03,78,2024-01-15 00:00:00,Colombia,Medium,18,2,7.56,6.93,6.65,7.4,7.11,7.41,43.06,Premium
ROASTER_03_B0078_S4,ROASTER_03,78,2024-01-15 00:00:00,Colombia,Medium,18,2,7.97,7.31,7.55,7.82,6.84,7.16,44.65,Premium
ROASTER_03_B0078_S5,ROASTER_03,78,2024-01-15 00:00:00,Colombia,Medium,18,2,7.24,7.28,7.52,7.33,7.4,7.02,43.79,Premium
ROASTER_03_B0079_S1,ROASTER_03,79,2024-01-15 04:00:00,Colombia,Dark,19,2,7.67,7.31,7.28,6.99,8.24,7.63,45.12,Premium
ROASTER_03_B0079_S2,ROASTER_03,79,2024-01-15 04:00:00,Colombia,Dark,19,2,8.02,7.02,6.79,6.76,7.66,7.39,43.64,Premium
ROASTER_03_B0079_S3,ROASTER_03,79,2024-01-15 04:00:00,Colombia,Dark,19,2,7.67,5.92,6.52,7.29,8.1,7.44,42.94,Premium
ROASTER_03_B0079_S4,ROASTER_03,79,2024-01-15 04:00:00,Colombia,Dark,19,2,7.64,7.53,7.1,7.14,7.67,7.02,44.1,Premium
ROASTER_03_B0079_S5,ROASTER_03,79,2024-01-15 04:00:00,Colombia,Dark,19,2,8.68,7.5,7.03,6.55,7.66,6.94,44.36,Premium
ROASTER_03_B0080_S1,ROASTER_03,80,2024-01-15 06:00:00,Ethiopia,Medium,20,2,7.76,7.45,7.04,7.28,7.67,7.47,44.67,Premium
ROASTER_03_B0080_S2,ROASTER_03,80,2024-01-15 06:00:00,Ethiopia,Medium,20,2,8.28,7.47,7.47,7.04,7.4,8.24,45.9,Premium
ROASTER_03_B0080_S3,ROASTER_03,80,2024-01-15 06:00:00,Ethiopia,Medium,20,2,8.28,7.57,7.04,7.35,7.66,7.48,45.38,Premium
ROASTER_03_B0080_S4,ROASTER_03,80,2024-01-15 06:00:00,Ethiopia,Medium,20,2,7.62,7.91,7.01,7.69,7.38,7.89,45.5,Premium
ROASTER_03_B0080_S5,ROASTER_03,80,2024-01-15 06:00:00,Ethiopia,Medium,20,2,7.51,7.94,7.46,7.33,7.69,7.98,45.91,Premium
ROASTER_03_B0081_S1,ROASTER_03,81,2024-01-15 10:00:00,Brazil,Dark,21,2,7.43,7.02,7.11,7.62,7.55,7.04,43.77,Premium
ROASTER_03_B0081_S2,ROASTER_03,81,2024-01-15 10:00:00,Brazil,Dark,21,2,7.36,6.61,6.85,7.2,8.19,6.19,42.4,Premium
ROASTER_03_B0081_S3,ROASTER_03,81,2024-01-15 10:00:00,Brazil,Dark,21,2,7.95,6.88,7.1,6.53,7.95,7.33,43.74,Premium
ROASTER_03_B0081_S4,ROASTER_03,81,2024-01-15 10:00:00,Brazil,Dark,21,2,7.59,6.85,7.07,6.16,7.15,7.15,41.97,Commercial
ROASTER_03_B0081_S5,ROASTER_03,81,2024-01-15 10:00:00,Brazil,Dark,21,2,7.13,6.72,7.15,7.64,8.09,6.71,43.44,Premium
ROASTER_03_B0082_S1,ROASTER_03,82,2024-01-15 13:00:00,Brazil,Light,22,2,8.05,6.49,6.69,7.78,6.44,7.4,42.85,Premium
ROASTER_03_B0082_S2,ROASTER_03,82,2024-01-15 13:00:00,Brazil,Light,22,2,8.69,7.78,7.01,7.64,6.83,7.09,45.04,Premium
ROASTER_03_B0082_S3,ROASTER_03,82,2024-01-15 13:00:00,Brazil,Light,22,2,7.27,7.24,6.97,7.55,6.59,6.55,42.17,Premium
ROASTER_03_B0082_S4,ROASTER_03,82,2024-01-15 13:00:00,Brazil,Light,22,2,7.86,7.17,7.38,7.58,6.21,6.83,43.03,Premium
ROASTER_03_B0082_S5,ROASTER_03,82,2024-01-15 13:00:00,Brazil,Light,22,2,8.14,7.28,7.56,7.04,6.72,6.57,43.31,Premium
ROASTER_03_B0083_S1,ROASTER_03,83,2024-01-15 15:00:00,Colombia,Dark,23,2,7.71,6.34,7.13,6.42,7.96,7.84,43.4,Premium
ROASTER_03_B0083_S2,ROASTER_03,83,2024-01-15 15:00:00,Colombia,Dark,23,2,7.57,7.11,6.8,6.53,7.37,7.57,42.95,Premium
ROASTER_03_B0083_S3,ROASTER_03,83,2024-01-15 15:00:00,Colombia,Dark,23,2,8.01,7.13,7.17,6.06,7.84,6.54,42.75,Premium
ROASTER_03_B0083_S4,ROASTER_03,83,2024-01-15 15:00:00,Colombia,Dark,23,2,8.21,6.98,7.19,6.78,7.72,6.55,43.43,Premium
ROASTER_03_B0083_S5,ROASTER_03,83,2024-01-15 15:00:00,Colombia,Dark,23,2,8.11,7.55,7.03,7.23,7.95,7.26,45.13,Premium
ROASTER_03_B0084_S1,ROASTER_03,84,2024-01-15 19:00:00,Colombia,Light,24,2,7.82,6.98,7.45,7.65,6.38,7.04,43.32,Premium
ROASTER_03_B0084_S2,ROASTER_03,84,2024-01-15 19:00:00,Colombia,Light,24,2,8.32,7.13,7.58,7.54,6.98,7.85,45.4,Premium
ROASTER_03_B0084_S3,ROASTER_03,84,2024-01-15 19:00:00,Colombia,Light,24,2,7.6,7.02,6.73,7.61,6.56,7.5,43.02,Premium
ROASTER_03_B0084_S4,ROASTER_03,84,2024-01-15 19:00:00,Colombia,Light,24,2,8.48,7.12,6.65,7.45,6.53,6.9,43.13,Premium
ROASTER_03_B0084_S5,ROASTER_03,84,2024-01-15 19:00:00,Colombia,Light,24,2,8.92,6.73,7.0,7.28,6.74,6.99,43.66,Premium
ROASTER_03_B0085_S1,ROASTER_03,85,2024-01-15 21:00:00,Ethiopia,Dark,25,2,8.16,6.76,7.27,7.16,7.43,7.47,44.25,Premium
ROASTER_03_B0085_S2,ROASTER_03,85,2024-01-15 21:00:00,Ethiopia,Dark,25,2,7.3,8.05,6.99,6.7,8.0,7.32,44.36,Premium
ROASTER_03_B0085_S3,ROASTER_03,85,2024-01-15 21:00:00,Ethiopia,Dark,25,2,7.92,7.41,7.12,6.45,8.26,7.24,44.4,Premium
ROASTER_03_B0085_S4,ROASTER_03,85,2024-01-15 21:00:00,Ethiopia,Dark,25,2,8.05,6.86,7.33,7.03,6.85,7.1,43.22,Premium
ROASTER_03_B0085_S5,ROASTER_03,85,2024-01-15 21:00:00,Ethiopia,Dark,25,2,7.7,7.45,6.84,7.37,7.45,7.22,44.03,Premium
ROASTER_03_B0086_S1,ROASTER_03,86,2024-01-16 01:00:00,Colombia,Espresso,26,2,7.8,6.88,6.78,6.29,6.96,6.87,41.58,Commercial
ROASTER_03_B0086_S2,ROASTER_03,86,2024-01-16 01:00:00,Colombia,Espresso,26,2,8.56,6.82,7.13,7.41,7.26,7.38,44.56,Premium
ROASTER_03_B0086_S3,ROASTER_03,86,2024-01-16 01:00:00,Colombia,Espresso,26,2,7.83,7.82,7.6,7.25,7.28,6.93,44.71,Premium
ROASTER_03_B0086_S4,ROASTER_03,86,2024-01-16 01:00:00,Colombia,Espresso,26,2,7.99,7.09,7.17,7.47,7.74,7.48,44.94,Premium
ROASTER_03_B0086_S5,ROASTER_03,86,2024-01-16 01:00:00,Colombia,Espresso,26,2,7.62,7.27,6.36,7.51,7.28,7.77,43.81,Premium
ROASTER_03_B0087_S1,ROASTER_03,87,2024-01-16 02:00:00,Colombia,Espresso,27,2,7.87,6.78,7.59,7.0,7.63,6.89,43.76,Premium
ROASTER_03_B0087_S2,ROASTER_03,87,2024-01-16 02:00:00,Colombia,Espresso,27,2,8.3,7.3,6.87,7.34,8.07,7.19,45.07,Premium
ROASTER_03_B0087_S3,ROASTER_03,87,2024-01-16 02:00:00,Colombia,Espresso,27,2,7.81,7.19,7.63,7.1,8.52,7.43,45.68,Premium
ROASTER_03_B0087_S4,ROASTER_03,87,2024-01-16 02:00:00,Colombia,Espresso,27,2,8.69,6.97,7.28,6.88,7.48,7.39,44.69,Premium
ROASTER_03_B0087_S5,ROASTER_03,87,2024-01-16 02:00:00,Colombia,Espresso,27,2,7.85,7.24,7.68,6.97,8.1,7.65,45.49,Premium
ROASTER_03_B0088_S1,ROASTER_03,88,2024-01-16 07:00:00,Ethiopia,Light,28,2,8.13,7.27,7.23,8.25,6.83,7.92,45.63,Premium
ROASTER_03_B0088_S2,ROASTER_03,88,2024-01-16 07:00:00,Ethiopia,Light,28,2,8.03,7.29,7.27,8.03,7.08,7.14,44.84,Premium
ROASTER_03_B0088_S3,ROASTER_03,88,2024-01-16 07:00:00,Ethiopia,Light,28,2,8.1,6.85,6.93,7.79,7.3,6.88,43.85,Premium
ROASTER_03_B0088_S4,ROASTER_03,88,2024-01-16 07:00:00,Ethiopia,Light,28,2,7.35,7.46,6.58,7.86,6.96,7.3,43.51,Premium
ROASTER_03_B0088_S5,ROASTER_03,88,2024-01-16 07:00:00,Ethiopia,Light,28,2,7.92,6.59,7.63,7.92,7.38,7.34,44.78,Premium
ROASTER_03_B0089_S1,ROASTER_03,89,2024-01-16 08:00:00,Brazil,Light,29,2,8.15,6.9,7.15,7.77,6.71,6.67,43.35,Premium
ROASTER_03_B0089_S2,ROASTER_03,89,2024-01-16 08:00:00,Brazil,Light,29,2,7.91,7.4,6.57,7.21,5.79,6.82,41.7,Commercial
ROASTER_03_B0089_S3,ROASTER_03,89,2024-01-16 08:00:00,Brazil,Light,29,2,7.85,7.35,6.87,7.21,7.36,6.74,43.38,Premium
ROASTER_03_B0089_S4,ROASTER_03,89,2024-01-16 08:00:00,Brazil,Light,29,2,8.15,6.61,6.84,7.88,6.47,7.27,43.22,Premium
ROASTER_03_B0089_S5,ROASTER_03,89,2024-01-16 08:00:00,Brazil,Light,29,2,7.48,6.83,6.61,7.77,7.18,6.53,42.4,Premium
ROASTER_03_B0090_S1,ROASTER_03,90,2024-01-16 11:00:00,Guatemala,Espresso,30,3,8.67,6.65,7.51,6.66,6.98,7.39,43.86,Premium
ROASTER_03_B0090_S2,ROASTER_03,90,2024-01-16 11:00:00,Guatemala,Espresso,30,3,7.87,6.97,6.52,7.41,8.34,7.47,44.58,Premium
ROASTER_03_B0090_S3,ROASTER_03,90,2024-01-16 11:00:00,Guatemala,Espresso,30,3,8.33,6.59,7.38,7.01,7.1,6.77,43.18,Premium
ROASTER_03_B0090_S4,ROASTER_03,90,2024-01-16 11:00:00,Guatemala,Espresso,30,3,7.75,7.23,6.54,7.24,6.94,7.8,43.5,Premium
ROASTER_03_B0090_S5,ROASTER_03,90,2024-01-16 11:00:00,Guatemala,Espresso,30,3,8.32,7.54,7.19,7.24,7.36,7.41,45.06,Premium
ROASTER_03_B0091_S1,ROASTER_03,91,2024-01-16 15:00:00,Guatemala,Dark,1,3,7.54,6.42,6.72,7.5,7.64,8.01,43.83,Premium
ROASTER_03_B0091_S2,ROASTER_03,91,2024-01-16 15:00:00,Guatemala,Dark,1,3,7.91,7.01,7.16,6.76,7.29,7.33,43.46,Premium
ROASTER_03_B0091_S3,ROASTER_03,91,2024-01-16 15:00:00,Guatemala,Dark,1,3,7.99,7.38,6.47,6.69,7.11,7.13,42.77,Premium
ROASTER_03_B0091_S4,ROASTER_03,91,2024-01-16 15:00:00,Guatemala,Dark,1,3,7.8,7.36,6.73,7.05,7.58,6.35,42.87,Premium
ROASTER_03_B0091_S5,ROASTER_03,91,2024-01-16 15:00:00,Guatemala,Dark,1,3,7.77,7.2,6.8,7.04,8.07,6.89,43.77,Premium
ROASTER_03_B0092_S1,ROASTER_03,92,2024-01-16 18:00:00,Kenya,Espresso,2,3,8.17,7.68,7.36,7.32,7.93,8.05,46.51,Premium
ROASTER_03_B0092_S2,ROASTER_03,92,2024-01-16 18:00:00,Kenya,Espresso,2,3,7.95,7.02,6.41,6.93,7.46,6.79,42.56,Premium
ROASTER_03_B0092_S3,ROASTER_03,92,2024-01-16 18:00:00,Kenya,Espresso,2,3,8.12,6.67,7.01,7.1,7.92,6.44,43.26,Premium
ROASTER_03_B0092_S4,ROASTER_03,92,2024-01-16 18:00:00,Kenya,Espresso,2,3,8.49,7.47,7.47,6.8,8.06,6.98,45.27,Premium
ROASTER_03_B0092_S5,ROASTER_03,92,2024-01-16 18:00:00,Kenya,Espresso,2,3,7.8,7.42,6.96,7.28,8.07,7.24,44.77,Premium
ROASTER_03_B0093_S1,ROASTER_03,93,2024-01-16 21:00:00,Colombia,Medium,3,3,8.1,7.14,6.93,7.76,7.31,7.4,44.64,Premium
ROASTER_03_B0093_S2,ROASTER_03,93,2024-01-16 21:00:00,Colombia,Medium,3,3,8.04,7.73,7.17,7.23,7.52,7.5,45.19,Premium
ROASTER_03_B0093_S3,ROASTER_03,93,2024-01-16 21:00:00,Colombia,Medium,3,3,7.53,7.55,6.8,6.71,7.73,7.33,43.65,Premium
ROASTER_03_B0093_S4,ROASTER_03,93,2024-01-16 21:00:00,Colombia,Medium,3,3,7.85,7.21,7.07,6.77,7.48,7.07,43.45,Premium
ROASTER_03_B0093_S5,ROASTER_03,93,2024-01-16 21:00:00,Colombia,Medium,3,3,7.84,7.6,7.64,7.39,7.58,7.26,45.31,Premium
ROASTER_03_B0094_S1,ROASTER_03,94,2024-01-16 23:00:00,Guatemala,Espresso,4,3,7.86,6.49,6.8,6.62,7.62,6.16,41.55,Commercial
ROASTER_03_B0094_S2,ROASTER_03,94,2024-01-16 23:00:00,Guatemala,Espresso,4,3,7.8,6.99,7.56,7.25,7.94,7.09,44.63,Premium
ROASTER_03_B0094_S3,ROASTER_03,94,2024-01-16 23:00:00,Guatemala,Espresso,4,3,8.15,7.07,6.86,6.94,7.71,7.71,44.44,Premium
ROASTER_03_B0094_S4,ROASTER_03,94,2024-01-16 23:00:00,Guatemala,Espresso,4,3,8.18,6.94,7.07,6.9,7.61,6.89,43.59,Premium
ROASTER_03_B0094_S5,ROASTER_03,94,2024-01-16 23:00:00,Guatemala,Espresso,4,3,8.22,7.12,7.25,6.86,7.78,7.06,44.29,Premium
ROASTER_03_B0095_S1,ROASTER_03,95,2024-01-17 02:00:00,Brazil,Dark,5,3,7.39,6.45,6.89,7.43,7.83,7.13,43.12,Premium
ROASTER_03_B0095_S2,ROASTER_03,95,2024-01-17 02:00:00,Brazil,Dark,5,3,6.98,7.09,7.3,6.97,7.56,6.43,42.33,Premium
ROASTER_03_B0095_S3,ROASTER_03,95,2024-01-17 02:00:00,Brazil,Dark,5,3,7.12,6.82,6.94,6.74,7.7,7.57,42.89,Premium
ROASTER_03_B0095_S4,ROASTER_03,95,2024-01-17 02:00:00,Brazil,Dark,5,3,7.79,7.16,6.91,6.68,6.65,6.99,42.18,Premium
ROASTER_03_B0095_S5,ROASTER_03,95,2024-01-17 02:00:00,Brazil,Dark,5,3,7.48,6.85,6.46,7.29,7.46,6.82,42.36,Premium
ROASTER_03_B0096_S1,ROASTER_03,96,2024-01-17 05:00:00,Kenya,Espresso,6,3,8.01,7.42,7.25,6.81,7.34,7.84,44.67,Premium
ROASTER_03_B0096_S2,ROASTER_03,96,2024-01-17 05:00:00,Kenya,Espresso,6,3,7.82,7.78,7.59,7.18,7.26,7.19,44.82,Premium
ROASTER_03_B0096_S3,ROASTER_03,96,2024-01-17 05:00:00,Kenya,Espresso,6,3,7.73,7.22,7.0,7.31,7.96,7.13,44.35,Premium
ROASTER_03_B0096_S4,ROASTER_03,96,2024-01-17 05:00:00,Kenya,Espresso,6,3,7.8,7.26,6.6,7.02,8.14,6.73,43.55,Premium
ROASTER_03_B0096_S5,ROASTER_03,96,2024-01-17 05:00:00,Kenya,Espresso,6,3,8.3,7.04,6.85,6.33,8.11,6.51,43.14,Premium
ROASTER_03_B0097_S1,ROASTER_03,97,2024-01-17 10:00:00,Ethiopia,Espresso,7,3,8.14,6.47,6.78,7.23,7.21,7.35,43.18,Premium
ROASTER_03_B0097_S2,ROASTER_03,97,2024-01-17 10:00:00,Ethiopia,Espresso,7,3,8.56,7.64,6.58,6.93,7.25,6.85,43.81,Premium
ROASTER_03_B0097_S3,ROASTER_03,97,2024-01-17 10:00:00,Ethiopia,Espresso,7,3,8.37,7.58,7.3,6.93,8.28,7.02,45.48,Premium
ROASTER_03_B0097_S4,ROASTER_03,97,2024-01-17 10:00:00,Ethiopia,Espresso,7,3,8.87,6.7,6.43,7.11,7.64,7.15,43.9,Premium
ROASTER_03_B0097_S5,ROASTER_03,97,2024-01-17 10:00:00,Ethiopia,Espresso,7,3,8.65,7.09,7.08,7.22,7.95,7.58,45.57,Premium
ROASTER_03_B0098_S1,ROASTER_03,98,2024-01-17 12:00:00,Colombia,Light,8,3,7.93,6.7,6.97,8.28,6.66,7.19,43.73,Premium
